Date,AAPL,MSFT,AMZN,TSLA,GOOGL,FB,NVDA,JPM,JNJ,HD,UNH,WMT,BAC,PG,V,MA,ADBE,PFE,NFLX,DIS,CSCO,ORCL,CRM,AVGO,KO,CSCO,COST,TMO,ACN,ABT,PEP,CVX,DHR,LLY,PYPL,ABBV,CMCSA,INTC,NKE,VZ,QCOM,WFC,MCD,INTU,MRK,TXN,LIN,MS,AMD,NEE,T,LOW,C,HON,UNP,TMUS,SCHW,MDT,PM,UPS,AMAT,BLK,GS,SBUX,AXP,FDX,BA,BMY,CVS,IBM,SPGI,NOW,AMT,AMGN,ISRG,PLD,MRNA,TGT,CAT,CHTR,GE,GM,DE,LRCX,ZTS,MMM,ADI,ANTM,ADP,COP,F,LMT,MU,SYK,BKNG,EL,GILD,MMC,MDLZ,PNC
05/02/2021,136.76,242.2,3352.15,852.23,2088.83,268.1001,135.9099,137.98,164.45,278.8601,324.51,144.36,32.37,129.57,208.77,338.75,492.1201,34.92,550.79,181.16,63.6,49.95,238.89,466.01,49.65,48.08,355.1699,492.5601,253.54,124.03,140.96,89.26,235.59,201.77,269.4399,108.73,51.11,58.18,145.11,55.32,145.84,32.56,212.58,389.3799,72.2773,169.93,257.3701,73.22,87.9,83.6,28.93,175.03,62.58,202.92,204.2,125.28,55.74,118.4,84.28,164.38,100.71,726.3301,293.5,106.48,126.28,255.01,207.93,60.92,72.18,116.3295,324.02,589.73,232.99,236.32,254.0832,106.7,176.24,188.86,193,617.6499,91.2,54.41,309.24,509.76,159.28,179.01,148.76,290.8501,167.28,44.42,11.51,337.04,81.1,238.78,2096.42,272.8101,68.46,113.6,56.21,156.94
08/02/2021,136.91,242.47,3322.94,863.4199,2084.52,266.5801,144.3875,140.14,164.92,280.03,324.3401,145.03,33.09,129.17,206.89,337.03,493.76,34.82,547.9199,190,63.11,52.1,238.93,472.7,49.92,48.94,359.8301,495.76,257.3101,124.5,140.4,91.48,235.65,205.77,282.1699,106.84,51.85,59.16,143.41,55.05,147.38,33.4,211.58,389.74,71.5526,175.12,257.3401,74.23,91.47,83.4,28.77,179.17,63.65,203.86,204.12,126.1,55.85,118.07,85.99,163.45,106.19,726.45,300.1499,106.26,127.99,257.45,211.95,60.23,72.98,118.0679,325.4399,587.9099,232.79,237.57,256.6631,107.08,185.98,193.95,197.45,615.53,92.8799,56.88,317.04,532.78,160.02,180.76,153.2,287.7,167.92,46.78,11.56,337.8401,84.01,242.45,2099.56,280.54,67.97,113.87,56.02,158.79
09/02/2021,136.01,243.77,3305,849.46,2075.39,269.45,142.6324,139.58,166.27,276.77,329.6299,145.83,32.95,128.67,206.52,333.4399,496.05,34.97,559.0701,188.21,63.67,50.63,236.7,474.6299,49.7,48.5,359.5601,489.3,257.6799,125.15,139.6,90.96,237,201.71,284.2,105.4,52.72,58.78,141.79,55,146.11,33.26,215.98,391.55,71.5526,173.69,255.62,74.24,90.91,83.83,28.62,177.78,63.12,202.02,204.65,124.45,56.27,117.88,85.63,166.92,105.38,728.8,300.46,106.22,126.68,259.1299,215.12,59.76,73.49,116.6256,332.3899,581.78,231.66,236.65,259.7832,107.42,179.52,194.29,197.28,619.51,92.32,56.06,315.3301,528.0801,159.83,180.94,152.85,298.7,167.38,46.88,11.93,342.3401,83.32,242.15,2085.28,279.3501,67.3,113.85,55.5,158.14
10/02/2021,135.39,242.82,3286.58,804.8201,2086.48,271.8701,147.6424,139.66,166.81,278.6899,333.3999,144.13,32.98,128.22,206.44,334.21,492.6699,34.74,563.5901,189.63,63.27,51.12,236.72,470.05,49.6,47.24,356.1201,484.8799,256.9399,125.29,137.7,92.52,237.49,204.39,283.1799,104.05,52.75,58.86,142.46,54.96,145.5,33.2,214.4,397.29,71.4095,174.36,252.72,74.33,92.35,83.91,28.55,177.24,63.62,202.16,203.5,124.49,55.7,117.44,85.94,165.66,105.88,723.1699,304.28,105.87,128.23,257.46,211.92,60,73.83,116.7593,333,589.3601,231.66,238.46,262.6965,107.52,179.34,192.44,197.72,611.6299,91.2,54.88,313.6399,532.5,160.62,181.08,153.23,298.1699,166.94,47.25,11.76,342.1899,82.35,243.03,2141.76,284.3999,67.29,112.73,55.25,160.11
11/02/2021,135.13,244.49,3262.13,811.6599,2088.75,270.3899,152.5075,139.27,166.06,277.0601,333.0701,144.02,32.88,128.33,210.66,342.8701,496.6201,34.43,557.5901,190.91,62.7,49.84,241.24,478.3899,50.3,47.58,352.2,494.05,258.97,126.84,134.97,92.02,240.66,202.58,285.03,103.75,53.23,60.66,143.54,54.6,145.56,32.72,214.27,408.8201,71.2665,179.22,253.11,73.72,92.66,83.95,28.69,175.73,63.2,202.18,207.23,124.4,55.93,118.72,85.36,162.37,113,721.4299,302.3201,105.86,128.31,254.36,210.66,59.99,73.6,115.4889,339.3899,594.47,227.82,235.04,266.2766,107.76,183.44,190.41,198.35,618.6799,91.68,53.5,314.46,572.21,164.44,177.21,158.8,292.8401,166.8,46.44,11.45,339.1399,86.48,245.34,2159.26,289.76,66.92,112.8,55.68,159.31
12/02/2021,135.37,244.99,3277.71,816.1201,2095.03,270.5,149.6125,141.25,166.58,277.51,328.24,144.47,33.37,127.62,209.96,341,498.8401,34.72,556.52,187.67,63.08,50.52,240.37,486.3201,50.69,47.29,352.75,507.8301,257.47,128.23,133.87,92.55,245.9,207.29,298.3701,104.44,53.23,61.81,142.12,54.2,147.98,33.53,213.9,413.99,71.5144,179.64,252.68,74.61,93.77,83.13,28.8,177.16,63.63,203.57,213.16,123.68,58.19,119.74,86.12,163.39,116.7,722.98,306.3201,105.3,129.62,263,210.98,59.99,74.21,115.3839,339.45,591.29,227.19,237.21,269.2698,107.67,183.74,191.43,197.99,613.45,93.84,53.6,313,586.1599,166.71,178.7,160.78,290.6799,167.03,47.16,11.45,337.73,88.01,248.15,2150.58,290.25,66.89,112.8,55.19,162.27
15/02/2021,135.37,244.99,3277.71,816.1201,2095.03,270.5,149.6125,141.25,166.58,277.51,328.24,144.47,33.37,127.62,209.96,341,498.8401,34.72,556.52,187.67,63.08,50.52,240.37,486.3201,50.69,47.29,352.75,507.8301,257.47,128.23,133.87,92.55,245.9,207.29,298.3701,104.44,53.23,61.81,142.12,54.2,147.98,33.53,213.9,413.99,71.5144,179.64,252.68,74.61,93.77,83.13,28.8,177.16,63.63,203.57,213.16,123.68,58.19,119.74,86.12,163.39,116.7,722.98,306.3201,105.3,129.62,263,210.98,59.99,74.21,115.3839,339.45,591.29,227.19,237.21,269.2698,107.67,183.74,191.43,197.99,613.45,93.84,53.6,313,586.1599,166.71,178.7,160.78,290.6799,167.03,47.16,11.45,337.73,88.01,248.15,2150.58,290.25,66.89,112.8,55.19,162.27
16/02/2021,133.19,243.7,3268.95,796.22,2110.7,273.97,153.3024,144.65,165.07,275.3899,324.6201,145.66,34.27,127.92,207.9,341.21,501.6399,34.69,557.28,186.35,62.14,52.04,248.59,489.1299,50.27,46.51,354,500.0801,257.05,128.02,134.38,93.13,242.27,205.76,304.79,104.2,52.84,62.47,141.71,54.15,147.16,34.79,215.03,422.26,70.7993,180.76,250.14,76.05,91.46,81.19,28.97,174.06,64.12,203.44,213.99,122,60.95,119.68,86,161.75,118.35,730.3101,311.96,106.15,130.68,261.8301,217.18,59.4,70.53,114.6866,338.3301,585.74,224.98,232.84,263.9832,106.58,178.53,190.59,202.38,618.47,95.76,53.46,317.0901,591.79,166.32,176.63,160.49,289.6201,166.16,48.85,11.54,335.03,87.74,247.86,2184.16,295.74,64.8,114.5,54.88,169.91
17/02/2021,130.84,244.2,3308.64,798.1499,2118.62,273.5701,149.0599,145.1,165.66,280.9199,326.8601,147.2,34.41,128.46,207.51,337.3301,491.23,34.89,551.3401,186.44,62.09,52.85,247.66,482.48,50.13,46.25,358.04,498.46,258.78,127.24,134.46,95.92,239.91,206.46,297.2,106.29,52.99,61.85,143.99,56.99,144.75,36.59,213.45,415.8101,72.0293,178.53,249.28,75.45,89.94,80.68,29.57,177.13,64.76,201.9,211.23,121.3,61.3,118.16,86.61,161,115.71,721.3899,312.74,104.44,128.56,259.0901,215.52,60.59,72.71,114.5911,338.9299,580.9399,226.31,235.61,260.0198,105.83,176.76,193.6,202.3,624.1201,94.88,52.89,312.0801,585.9099,168.9,176.65,159.75,290.25,167.13,49.36,11.48,337,86.05,246.57,2233.77,289.5901,65.1,117.68,54.92,167.55
18/02/2021,129.71,243.79,3328.23,787.3799,2105.81,269.3899,148.2899,145.59,165.74,283.05,328.4099,137.66,34.19,129.53,209.35,338.46,488.3701,34.56,548.22,183,62.07,52.02,247.01,483.26,50.77,46.34,356.9199,488.8,257.6299,125.41,135.37,95,237.4,201.12,290.8101,106.06,52.56,61.61,145.09,56.98,143.91,36.96,215.43,415.3899,71.9054,176.51,249.93,74.83,88.64,80.73,29.23,177.16,63.48,203.52,207.06,123.04,61.93,115.39,86.33,162.12,113.43,703.53,309.8999,104.97,128.49,255.63,208.48,61.02,71.52,115.317,338.46,575.8,228.26,232.53,255.8433,105.78,169.57,191.41,199.92,616.4199,93.0399,52.16,300.25,577.77,167.95,179.37,158.09,296.3301,172.6,47.69,11.43,337.9199,88.535,245.16,2259.79,287.96,65.23,117.73,56.13,166.91
19/02/2021,129.87,240.97,3249.9,781.3,2088.81,261.5601,149.265,148.02,162.98,279.6399,324.5801,138.34,34.54,127.12,204.73,333.1699,479.1201,34.44,540.22,183.65,61.13,52.37,246.56,489.96,50.11,45.68,354.77,478.8601,254.29,123.04,132.51,95.8,231.24,200.92,286.9199,105.01,52.1,63.01,142.02,56.45,144.94,37.83,212.24,411.3501,70.8565,178.35,250.88,76,89.58,78.1,29,177.54,65.78,203.56,209.06,120.1,61.91,113.33,85.45,160.54,119.46,710.1101,315.6201,103.37,131.71,254.64,217.47,60.6,70.42,113.655,339.24,570.73,226.37,231.69,250.0499,105.3,174.74,188.82,209.91,607.29,96.16,52.57,330,598.4099,160,176.54,163.8,294.97,169.29,48.42,11.58,335.4199,90.96,242.09,2293.05,285.1599,64.37,117.07,54.31,170.41
22/02/2021,126,234.51,3180.74,714.5,2054.26,260.3301,143.5574,149.41,161.87,275.8501,327.6399,137.69,35.15,126.58,208.32,340.6599,467.3301,34.26,533.78,191.76,64.45,54.3,240.95,476.3601,50.63,45.43,350.21,463.28,252.63,122.55,131.99,98.39,225.5,200.68,273.8501,107.06,52.5,60.71,136.67,56.45,139.46,37.26,212.06,401.55,71.4477,173.09,251.07,77.4,85.37,75.1,29.32,172.41,65.52,203.62,206.83,117.91,62.95,115.75,86.5,161.6,115.23,703.1399,316.8701,101.81,135.95,254.67,212.88,60.99,70.48,115.4412,333.29,550.26,225.07,231.47,247.1332,104.72,159.37,188.99,218.06,596.5,100,51.98,337.51,567.8,160.16,176.12,159.24,295.6899,170.82,50.88,11.7,340.47,86.28,243.15,2350.02,285.45,64.11,118.39,54.32,170.52
23/02/2021,125.86,233.27,3194.5,698.8401,2060.12,265.855,141.4199,150.61,160.44,267.24,329.51,135.47,35.52,127.52,212.11,350.4199,467.8,33.91,546.1499,197.09,64.5,55.05,235.64,471.8999,50.54,45.51,342.1499,458.8101,256.1899,120.8,132.78,99.63,223.85,202.48,265,106.27,53.34,61.12,136.13,57.03,137.12,37.14,211.32,399.0901,71.0758,172.85,258.6399,77.5,84.74,74.71,29.18,168.59,66.74,205.04,206.96,119.22,62.67,118,86.44,160.81,116.14,703.1599,319.21,101.37,136.94,254.63,212.12,60.72,69.64,115.2979,325.1799,551.75,223.17,232.46,248.2365,104.55,150.17,186.36,220.18,602.77,100.72,51.11,337.4099,562.6499,159.52,176.17,157.7,304.5801,172.065,52.1,11.62,346.23,88.23,246.56,2359.37,291.8999,63.68,118.33,54.8,173.22
24/02/2021,125.35,234.55,3159.53,742.02,2083.81,264.3101,144.9899,153.26,162.59,259.97,332.21,133.21,36.38,127.66,219.43,367.3201,476.6201,33.75,553.4099,197.51,64.7,56.7,240.47,480.8799,50.71,45.74,340.7,456.6599,259.27,122.38,132.09,103.31,223,204.52,266.0701,108.69,53.4,63.19,135.65,57.12,141.1,38.29,213.27,413.1799,71.1044,179.39,254.61,79.88,86.94,73.76,29.38,162.31,68.6,211.03,211.15,119.38,64.44,118.74,87.56,160.07,122.81,712.1001,330.6399,104.38,139.89,260.0601,229.34,62.59,70.4,117.6858,331.79,551.8301,224.78,229.99,252.9032,103.24,144.79,187.08,222.47,608.51,104.9599,52.9,345.6599,596.8999,159.05,177.63,161.76,305.79,176.62,54.67,12.27,346.53,92.52,248.82,2443.5,294.3401,63.71,119.02,54.33,178.48
25/02/2021,120.99,228.99,3057.16,682.22,2015.95,254.69,133.0749,151.18,162.76,255.25,328.8701,131.95,35.93,126.58,213.75,354.5701,459.1599,33.82,546.7,190.98,65.3,55.76,231.08,457.1599,50.17,45.52,333.8999,451.47,253.78,121.58,130,102.35,219.26,203.82,253.94,107.33,52.24,60.4,135.54,56.5,135.53,37.56,210.95,387.98,71.1521,170.53,247,78.43,82.42,74.06,28.63,158.52,67.41,204.79,208.67,120.89,63.1,117.88,86.52,157.51,113.93,694.79,327.76,103.47,137.08,254.22,216.45,62.1,69.33,116.979,330.55,528.79,224.75,227.52,247.2632,101.39,148.38,185.08,221.82,601.55,102.0799,50.6,348.03,547.6499,156.48,178.76,153.68,300.24,175.53,53.03,11.76,341.6899,88.12,245.78,2273.2,289.6201,62.79,118.23,54.04,173.26
26/02/2021,121.26,232.38,3092.93,675.5,2021.91,257.6201,137.145,147.17,158.46,258.3401,332.22,129.92,34.71,123.53,212.39,353.8501,459.6699,33.49,538.8501,189.04,64.51,54.37,216.5,469.8701,48.99,44.87,331,450.0801,250.9,119.78,129.19,100,219.67,204.89,259.8501,107.74,52.72,60.78,134.78,55.3,136.19,36.17,206.14,390.1399,69.245,172.27,244.27,76.87,84.51,73.48,27.89,159.75,65.88,202.35,205.96,119.97,61.72,116.97,84.02,157.83,118.19,694.5,319.48,108.03,135.26,254.5,212.01,61.33,68.13,113.5977,329.3601,533.46,216.13,224.92,245.5999,99.07,154.81,183.44,215.88,613.4199,100.3199,51.33,349.1201,567.1899,155.24,175.06,155.82,303.1899,174.02,52.01,11.7,330.25,91.53,242.69,2328.51,285.8601,61.4,115.22,53.16,168.36
01/03/2021,127.79,236.94,3146.14,718.4299,2069.66,264.9099,138.4174,150.5,159.32,261.6201,334.6499,131.37,35.79,124.29,216.63,362.8999,469.5701,33.69,550.6399,194.98,66.17,56.4,217.54,489.5801,49.9,45.92,331.77,459.5601,258.1599,122.21,130.62,102.05,225.67,206.47,273.6299,108.41,54.45,62.88,137.65,55.36,139.49,37.09,208.25,406.4099,69.0162,177.67,251.49,79.16,86.39,75.91,28.09,161.94,69.54,206.22,209.18,123.57,64.1,117.86,84.95,161.47,122.25,719.2,329.9199,106.87,138.71,262.0901,224.39,61.63,69.28,115.3266,337.53,556.47,213.77,227.04,253.0699,99.43,157.4,186.09,219.76,619.6799,104.88,52.54,359.51,598.8101,157.69,176.41,158.59,311.48,177.5,52.61,11.98,333.47,94.76,245.81,2320.5,293.95,62.46,117.46,53.66,173.07
02/03/2021,125.12,233.87,3094.53,686.4399,2064.48,259,134.0624,150.01,159.02,260.29,334.6399,130.11,35.53,123.9,215.77,362.8201,466.5901,33.51,547.8201,193.94,66.66,56.07,213.47,480.51,50.1,45.515,328.46,462.1101,259.23,122.53,131.07,102.44,224.09,204.14,269.1899,107.85,54.25,61.24,137.02,54.98,137.04,37.14,208.67,401.75,69.4644,174.89,254.01,80.79,84.13,75.54,28.22,163.05,68.91,206.58,209.3,122.45,63.8,117.87,85.07,161.37,117.5,716.3101,330.9399,107.2,139.25,259.6001,223.14,61.27,68.94,114.9349,332.9399,549.3,208.81,225.69,249.9999,99.09,146.81,173.49,215.82,616.0701,103.8399,54.11,351.4399,573.3601,157.05,177.11,154.29,311.6599,174.94,52.28,12.55,338.5901,91.09,245.39,2282.21,289.54,63.01,115.96,53.68,173.09
03/03/2021,122.06,227.56,3005,653.2,2011.41,255.41,128.0474,152.91,156.22,257.3601,332.8701,127.59,36.42,123.16,214.85,360.25,448.45,34.39,520.7,192.26,66.91,56.52,206,463.0601,49.98,45.13,323.9199,450.96,254.18,119.18,129.14,103.59,219.68,202,255.06,106.71,53.73,59.9,134.26,55.38,131.66,37.69,205.82,388.71,69.8934,170.59,247.55,82.06,80.86,72.52,28.72,158.29,70.38,207.01,206.23,118.84,64.96,117.95,85.15,160.43,115.44,701.49,334.4299,106.22,142.59,258.77,228.56,60.75,69.03,116.8739,326.53,516,202.91,223.94,242.3832,96.11,131.22,173.61,214.91,601.02,107.5199,52.67,343.0601,551.23,149.32,178.06,149.94,314.71,174.49,53.66,12.17,340.9099,89.11,242.88,2275,289.54,62.75,115.03,52.94,173.35
04/03/2021,120.13,226.73,2977.57,621.4399,2033.93,257.6399,123.7024,150.56,153.07,250.93,333.8101,127.53,36.5,122.15,211.5,349.5,439.0601,34.2,511.29,188.03,65.61,58.71,205.33,443.5901,49.94,44.56,319.04,441.46,247,116.01,128.83,104.5,214.41,200.54,239.07,105.65,53.93,58.33,132.04,54.8,127.8,37.16,204.84,376.3301,68.8159,163.25,245.42,81.11,77.75,71.29,28.92,153.77,69.81,202.94,201.08,118.61,64.77,115.27,84.61,159.45,108.24,683.21,329.29,104.89,142.68,250.3,224.71,59.34,69.17,114.7248,327.54,490.6299,201.19,221.91,236.3899,95.64,132.3,169.82,212.77,607.6399,108.56,51.83,337.95,528.8101,144,177.63,144.52,321.49,171.01,55.62,11.93,338.25,84.33,235.8,2219.35,285.1899,63.23,113.21,53.96,172.58
05/03/2021,121.42,231.6,3000.46,597.95,2097.07,264.28,124.6149,150.91,156.1,253.52,347.1001,129.12,36.93,125.98,215.41,360.8799,440.8301,34.39,516.3899,189.99,69.97,60.93,210.76,450.1399,50.79,46.25,317.3201,446.8701,249.51,117.25,133.03,109,218.35,206.92,239.05,106.7,55.09,60.74,133.35,56,129.75,37.43,207.37,382.21,69.7313,167.94,247.64,80.87,78.52,70.7,29.62,158.58,70.23,206.58,209.71,124.68,65.02,118.26,86.16,164.4,113.45,702.28,327.3701,105.2,147.33,257.29,223.22,60.43,70.63,117.3228,334.52,486.96,200,227.73,237.7899,97.37,132.19,172.61,220.16,624.03,108.8,53.75,349.8301,547.7,145.68,180.8,148.88,333.6001,178.26,58.34,12.27,340.4299,88.93,240.03,2307.1,292.8899,64.62,117.01,55.58,176.46
08/03/2021,116.36,227.39,2951.95,563,2007.5,255.31,115.9324,152.91,157.4,259.03,350.1699,127.88,37.13,127.31,220.27,371.3301,421.2,34.35,493.3301,201.91,72.16,60.87,207.72,421.25,51.64,47.51,311.4199,439.8501,249.39,115.63,132.13,109.75,212.38,207.03,226.09,106.11,55.475,59.85,134.56,56.79,123.2,38.67,209.11,370.4199,70.723,162.11,253.68,81.1,73.96,70.86,29.99,162.92,72.22,207.7,210.89,127.06,64.46,116.67,86.36,160.87,105.68,698.96,334.1899,105.03,150.27,251.34,224.03,60.45,71.73,119.2141,342.72,464.05,198.66,227.81,228.2999,95.95,123.47,176.87,221.58,612.3799,113.36,54.98,353.7,502.6101,145.15,183.77,144.06,339.5901,180.42,58.78,12.65,341.45,85.05,236,2368.74,280.0701,64.75,117.35,55.15,178.82
09/03/2021,121.085,233.78,3062.85,673.5801,2040.36,265.74,125.2024,151.83,157.7,264.96,351.98,128.89,36.32,126.18,220.36,376.52,439.1799,34.45,506.4399,194.51,72.64,59.93,211.53,443.6001,50.86,47.89,318.78,448.1101,254.37,116.7,132.25,109.5,216.34,206.11,241.76,106.79,55.57,62.67,135.95,56.2,129.11,38.13,208.55,384.5801,70.6944,170.36,262.3401,80.85,78.53,74.02,29.64,165.99,70.99,207.61,211.7,126.31,63.75,117.05,87.07,163.27,114.22,722,330.5901,106.55,145.1,257.9199,230.61,60.57,71.23,118.6123,342.1201,488.95,202.7,228.99,234.2666,98.32,130.87,179.18,216.8,614.77,111.9999,54.65,352.6899,543.51,150.14,181.18,149.43,333.78,183.06,57.9,12.57,337.5,89.3,237.17,2366.79,280.02,64.33,116.81,55.62,173.63
10/03/2021,119.98,232.42,3057.64,668.0601,2036.19,264.8999,124.6824,155.13,159.15,266.24,349.6001,132.18,37.37,127.34,223.17,381.7,437.01,34.93,504.54,195.06,72.12,61.77,211.96,437.5901,51.44,48.29,323.8301,441.0901,257.1399,115.88,133.58,111.37,212.93,205.45,242.07,108,57.21,62.25,137.59,57.08,127.87,39.58,213.31,382.8201,71.2856,169.42,265.6399,83.09,77.52,74.46,29.99,168.46,73.75,212.91,213.12,127.41,65.03,118.66,86.76,165.23,112.68,728.5,342.02,107.78,146.75,260.4199,245.34,60.93,72.7,122.1369,344.3501,474,204.42,229.96,239.9366,97.72,129.75,178.58,221.06,629.0701,106,56.83,361.22,518.7,151.09,184.51,147.11,333.53,182.07,59.42,12.91,340.8401,85.41,240.08,2369.32,285.25,63.91,117.35,56.19,177.78
11/03/2021,121.96,237.13,3113.59,699.6001,2100.54,273.8799,129.9349,154.32,159.14,268.8501,353.1001,132.13,37.24,126.91,226.15,384.3799,451.0601,34.71,523.0601,196.75,67.41,61.31,215.95,453.6899,50.88,48.8,328.6499,460.52,266.3701,117.52,133.22,111.19,219.22,205.21,253.83,107.87,56.89,63.31,141.19,55.51,131.74,38.88,211.57,399.1699,71.1616,174.95,267.3701,83.25,81.23,74.86,29.54,170.75,73.31,212.5,214.52,125.99,66.41,118.1,86.63,167.24,117.19,722.1201,342.1001,107.32,147.75,268.49,252,60.35,72.35,121.4396,345.1399,502.8701,213.9,231.17,243.9999,99.56,140.47,179.32,219.76,624.23,98.16,56.33,364.46,535.3899,152.36,184.57,151.03,335.02,181.56,59.83,12.81,339.73,89.31,239.26,2362.06,291.6399,63.09,118.2,56.27,176.93
12/03/2021,121.03,235.75,3089.49,693.73,2050,268.3999,128.56,156.15,159.6,273.1001,356.02,134.12,37.94,128.14,224.36,382.71,444.3,34.94,518.02,197.16,67.16,61.97,212.21,451.1699,50.36,48.82,331.1399,450.49,264.95,116.71,133.04,111.56,214.68,208.08,250.35,108.22,57.09,62.9,140.45,55.63,129.98,39.97,212.34,395.95,71.133,173.57,268.5,84.34,81.05,75.67,29.81,171.55,75.18,214.38,214.09,127.12,67.65,118.81,87.72,167.69,114.29,716.1899,348.8101,107.81,148.54,270.2,269.1899,60.64,73.92,121.8885,345.6101,489.22,215.2,230.36,244.6632,101.29,136.99,180.01,229,624.1499,100.6399,59.26,369.49,524.8201,152.57,184.92,149.54,341.72,182.77,59.19,13.37,340.1899,87.77,240.76,2401.04,289.21,61.56,117.89,56.87,181.41
15/03/2021,123.99,234.81,3081.68,707.9399,2054.44,273.75,131.9124,155.37,160.42,278.54,353.8799,133.43,37.75,128.56,223.27,381.76,447.5901,35.41,520.25,196.76,67.73,60.39,212.8,470.77,51.03,49.41,330.51,452.8201,266.26,118.1,133.03,110.25,217,189.16,249.98,110.26,57.53,63.79,144.94,55.64,131.64,39.7,220.46,396.8401,72.6873,174.91,269,83.86,82.5,75.52,29.93,174.2,74.22,216.2,212.67,125.63,66.34,119.15,87.68,162.64,114.88,719.01,346.05,108.9,146.99,266.8799,265.6299,61.39,74.97,122.815,351.49,496.77,218.49,235.96,245.0199,102.78,143.66,181.1,230.74,625,106.8,57.94,374.3701,536.75,154.84,189.48,151,342.8101,189.08,58.16,13.2,346.4099,88.85,241.25,2439.5,289.55,63.07,118.86,57.23,178.53
16/03/2021,125.57,237.71,3091.86,676.8799,2083.89,279.28,132.9125,153.51,161.37,282.0801,354.6001,133.39,37.64,128.94,224.7,382.3799,450.54,35.83,524.03,194.24,66.85,59.11,214.48,478.1799,51.22,49.67,327.25,446.4299,263.52,118.22,134.01,107.64,215.9,190.9,249.31,110.84,58.04,64.78,144.65,55.64,133.65,39.35,219.86,395.4199,73.2403,177.14,270.79,82.54,82.75,75.38,29.99,175.33,73.33,211.81,211.7,127.78,65.47,118.94,88.2,162.82,118.5,723.0701,341.71,111.34,143.3,260.8,255.21,61.9,75.07,122.4903,348.6101,498.99,222.84,240.32,242.2099,104.23,156.02,180.21,226.46,639.6499,105.2,57.12,373.52,547.1799,155.03,186.85,153.08,343.5701,188.28,56.58,12.49,347.1299,91.43,238.03,2396.56,288.9199,64.01,118.78,57.78,176.58
17/03/2021,124.76,237.04,3135.73,701.8101,2082.22,284.01,133.4124,155.09,160.77,280.03,352.1799,132.28,37.95,128.42,223.02,378.6799,451.01,35.79,524.4399,195.24,66.22,59.37,213.12,483.5901,51.24,49.42,329.1899,442.6101,264.27,117.62,133.62,108.03,214.14,186.73,251.47,105.04,57.5,65.78,144.82,55.75,133.92,39.84,224.11,391.72,73.7076,179.35,269.55,83.86,82.63,72.96,30.15,174.44,73.6,213.03,212.3,127.3,65.7,118.56,89.2,160.65,119.9,728.22,344.95,110.46,144.68,265.8401,263.5901,62.18,74.01,123.2449,350.1899,485,223.17,244.27,241.5465,102.1,147.55,178.4,233.63,641.8601,108.88,60.05,379.26,553.01,156.17,188.3,154.16,341.9199,187.88,56.83,12.69,351.02,94.76,236.18,2461.78,290.74,64.42,119.16,57.92,178.43
18/03/2021,120.53,230.72,3027.99,653.1599,2021.34,278.6201,127.2249,157.65,160.47,283.1599,362.05,130.01,38.94,128.7,220.66,367,439.1799,35.77,504.79,192.28,66.74,56.81,209.48,464.1499,50.57,48.8,322.98,445.75,266.8899,118.11,132.53,104.12,215.95,183.93,238.41,103.77,55.87,63.725,143.17,56.31,129.75,40.81,222.9,373.97,73.6789,174.36,267.8999,83.94,78.12,71.13,30.01,174.87,73.84,215.02,215.36,124.91,66.07,118.83,90.56,160.2,114.28,723.73,348,107.62,142.58,263.51,256.0601,62.33,74.48,124.2287,348.46,466.1799,222.51,244.42,233.1066,102.11,141.46,179.61,230.68,629.3899,106,59.27,380.4099,539.1699,152.42,191,149.45,353.3201,186.06,53.38,12.49,358.45,89.82,230.86,2346.95,286.99,64.08,119.32,57.91,179.86
19/03/2021,119.99,230.35,3074.96,654.8701,2026.96,290.1101,128.4575,155.14,160.04,289.1001,365.5801,131.74,38.53,128.01,206.9,356.51,441.5,35.53,512.1799,191.14,66.26,56.49,212.2,474.46,50.81,48.98,328.9099,445.01,263.78,120.25,134.5,103.38,221.06,184.29,241.28,103.42,55.46,63.76,137.49,56.24,131.02,39.63,222.44,381.28,73.9078,175.98,269.1201,82.94,79.06,70.84,29.76,179.49,73.01,212.91,210.8,124.19,66.05,116.62,89.25,159.29,114.86,729.6399,344.2,106.34,140.71,279.5801,255.82,62.7,73.18,123.1207,347.3701,470.8401,221.86,245.94,235.8299,100.38,143.74,187.55,225.29,629.74,105.7599,59.82,372.48,542.3101,153.12,188.71,151.91,354.1299,183.93,52.6,12.83,355.0701,90.51,230,2287.74,285.22,64.46,116.88,58.1,175.79
22/03/2021,123.39,235.99,3110.87,670,2030.69,293.54,131.8624,150.97,160.5,288.9399,366.8601,132.37,37.66,130.18,208,358.3999,452.4099,36,523.1101,192.86,66.32,55.91,215.17,475.28,51,50.3,334.49,454.6599,265.2,121.47,137.8,102.54,223.55,185.84,244.385,105.9,56.37,65.63,138.27,56.59,134.09,38.97,225.07,383.02,73.9078,180.1,270.3601,81.92,80.3,71.69,29.99,181.89,71.96,212.13,206.27,126.11,64.77,116.84,89.98,161.06,119.33,730.9199,339.3301,107.57,139.95,274.02,251.23,63.38,73.47,124.6967,345.54,476.6499,225.83,249.69,238.2432,103.65,145.6,188.04,226.02,637.6201,105.0399,58.1,371.5901,560.03,155.63,189.47,154.5,351.1399,184.39,52.24,12.85,357.6599,91.28,232.08,2231.89,286.1799,65.53,117.28,58.835,171.22
